Transaction_ID,Account Holder,Transaction_Date,Amount,Beneficiary
4343512,Emma,2025-01-19,5536.85,David
4055932,Alice,2022-08-02,1096.94,Grace
9620380,Charlie,2021-10-01,1126.58,Frank
2181904,Grace,2020-10-05,6133.62,Charlie
6018326,Bob,2020-04-25,4119.78,Jack
9340171,Frank,2021-10-28,3395.5,Ivy
8093986,Frank,2021-07-17,3625.34,David
3654825,David,2024-03-19,3067.14,Ivy
3479347,Ivy,2024-11-14,146.73,Alice
8161792,Bob,2025-06-22,4361.26,Hannah
9969917,Hannah,2021-12-24,9784.72,Bob
3491166,Jack,2022-11-30,1029.74,Jack
1603704,Frank,2022-04-06,6961.78,Charlie
8696004,Ivy,2022-11-10,4311.54,Charlie
5952460,Hannah,2023-11-14,461.06,Hannah
2187966,Emma,2022-03-09,6104.7,Grace
6304580,Alice,2022-06-19,856.62,Hannah
7131732,Bob,2023-03-14,9627.71,Hannah
1637954,Hannah,2020-07-07,1450.32,Grace
6268899,Alice,2022-01-27,3620.29,Alice
2211403,Jack,2023-12-04,2641.55,Bob
4211579,David,2023-07-10,9737.23,Emma
5451025,Bob,2023-05-19,9929.36,Ivy
3550709,Emma,2022-04-22,558.77,Frank
3487066,Alice,2024-01-25,8752.69,Bob
8096035,Jack,2020-12-04,499.84,Bob
9570372,Bob,2020-02-09,1072.89,Hannah
4127055,David,2022-01-29,9160.96,Bob
7557189,Jack,2020-02-26,37.79,Jack
3986822,Ivy,2020-12-14,2334.64,Bob
6919491,David,2023-09-11,4108.05,Emma
2338466,Emma,2023-02-20,7981.55,Bob
5817022,Emma,2022-07-26,4250.87,Frank
2196468,Bob,2023-06-24,3513.3,Frank
1703083,Bob,2022-02-09,8004.74,Grace
3666596,Frank,2021-01-13,2701.29,Hannah
3855381,Alice,2025-04-28,6114.21,Frank
5317668,Jack,2025-05-31,6823.77,David
9461463,Frank,2020-10-06,6814.52,Hannah
5681615,Bob,2025-05-30,2772.31,Alice
2463934,Frank,2021-03-14,3194.0,Jack
1950885,Alice,2023-02-02,3547.38,David
1746641,David,2022-06-17,57.53,Ivy
1719770,Charlie,2022-04-07,8050.48,Ivy
5099926,David,2021-08-17,8903.26,Emma
5787145,Frank,2024-07-31,615.13,Emma
3104553,Jack,2025-03-12,8196.61,Emma
9137666,Emma,2024-01-16,6507.11,Hannah
8788186,Bob,2022-03-21,40.7,Charlie
1705893,Frank,2020-12-22,5045.91,David
6896494,Charlie,2020-03-08,2962.97,David
1749391,Emma,2023-11-19,5718.45,Emma
3429042,Emma,2020-09-27,2653.93,Ivy
5648185,Ivy,2020-12-24,1224.59,Frank
5772323,David,2022-08-17,8027.27,Alice
8644691,Charlie,2024-04-18,4824.59,Charlie
9388370,Alice,2022-05-13,7093.04,Grace
8377678,Frank,2024-12-31,2867.9,Charlie
6816863,Ivy,2023-07-26,2489.5,Alice
1889532,Ivy,2020-05-18,6707.3,Grace
7800715,David,2020-07-13,62.5,Frank
7116099,Hannah,2020-08-08,7838.48,Jack
1422196,Alice,2021-01-02,1347.31,Jack
3989130,Hannah,2023-10-13,4085.67,Hannah
4307574,Grace,2021-02-11,1120.26,Bob
9709281,Ivy,2020-01-03,9504.9,Ivy
7914753,Bob,2023-03-10,4082.05,Emma
2090770,Jack,2021-09-12,9251.23,David
2789124,Alice,2022-07-07,6001.43,Alice
3466778,Frank,2022-05-11,5324.93,David
1489778,Grace,2023-12-14,255.01,Hannah
1885106,Ivy,2024-10-24,568.63,Jack
7392704,Emma,2021-06-09,8995.95,Frank
9480735,Grace,2020-01-26,3016.7,Hannah
4141147,Frank,2020-07-20,4487.99,Charlie
2145643,Alice,2025-06-12,2357.5,Alice
6997757,David,2020-11-08,800.86,Ivy
4990958,Charlie,2021-07-16,5091.91,Grace
8426318,Charlie,2023-10-12,2743.94,Alice
8215453,Jack,2020-03-31,5794.3,Grace
5266729,Hannah,2020-03-19,9703.44,David
9750447,Bob,2024-02-05,5550.06,Charlie
2595916,Ivy,2023-09-21,1739.33,Hannah
6590534,Alice,2025-06-06,2068.45,David
1458145,Hannah,2021-06-01,1230.76,Alice
4850657,Ivy,2021-11-29,8055.79,Alice
9904151,David,2022-05-10,3010.24,Bob
2381446,Alice,2024-11-25,7381.38,Frank
9145977,Bob,2024-06-08,2517.92,David
4420146,Frank,2022-03-14,9007.69,Frank
2759561,Bob,2024-03-18,8429.07,Frank
4517568,Alice,2025-03-23,6338.11,Emma
4543530,Bob,2024-03-08,7032.19,Ivy
2363787,Jack,2023-11-08,7511.71,Ivy
5736442,Ivy,2023-03-27,9134.11,Hannah
2971666,Frank,2024-10-17,6847.06,Grace
7386968,David,2023-04-06,7032.13,Charlie
4615622,Emma,2021-04-28,9259.68,Grace
3779211,Alice,2021-08-24,6815.29,Bob
5460504,Emma,2020-10-16,2808.93,Emma
1371836,Bob,2023-07-22,9593.17,Grace
9198830,Bob,2021-04-16,2865.45,David
4463488,Grace,2025-04-23,7865.39,Hannah
6880417,Frank,2020-04-07,9869.58,Charlie
7956308,Hannah,2020-07-04,6917.12,Alice
5736095,Emma,2023-01-14,6021.1,Charlie
3071148,Frank,2020-11-23,6470.83,David
6836069,Bob,2021-03-02,6763.67,Grace
7857662,David,2023-09-17,4545.12,Ivy
9170476,Emma,2023-04-22,5408.68,Frank
7566895,Grace,2023-02-18,3141.8,Charlie
6792120,Alice,2020-05-31,9967.87,Charlie
4634557,Grace,2024-07-25,7293.7,Emma
8085727,Charlie,2023-07-25,2231.46,David
1700844,Bob,2022-08-22,4628.61,Bob
6118839,Jack,2023-12-04,3287.64,David
5052050,Charlie,2023-09-05,9465.41,Alice
6366745,Ivy,2022-09-23,8229.58,Emma
3321263,Ivy,2022-09-25,2246.75,Bob
6068121,David,2023-10-22,7399.49,David
9823376,Alice,2022-04-28,6535.36,Hannah
9699289,Ivy,2024-04-29,7507.14,Frank
9105405,Hannah,2023-02-13,8800.7,Charlie
8955016,David,2023-10-09,5759.7,Grace
8457469,Charlie,2023-12-22,1631.0,Jack
5020730,Ivy,2020-08-22,5078.53,Alice
4812624,Bob,2021-10-07,7549.55,David
8669182,Grace,2024-11-02,6517.66,Charlie
3646481,Grace,2020-12-12,778.09,David
7978731,Charlie,2021-11-13,9694.75,David
7262573,Bob,2023-07-18,3590.33,Hannah
8961389,Hannah,2020-04-16,7203.62,Charlie
8648973,David,2021-07-26,1313.79,Ivy
8919159,Hannah,2023-05-14,5090.86,Jack
1315756,Ivy,2022-08-14,7067.12,Ivy
9717613,Grace,2020-08-17,4131.96,Grace
4151211,Hannah,2022-10-31,5890.54,Frank
8158948,Emma,2021-05-09,6355.65,Charlie
4887791,Frank,2021-03-24,3873.63,Grace
7203139,Bob,2021-05-09,809.81,Frank
5386183,Frank,2024-12-18,1710.85,Bob
9258477,Charlie,2022-04-21,2762.3,Ivy
6765365,Alice,2023-03-18,6858.88,Hannah
1019346,Charlie,2022-11-09,3779.18,Emma
7161904,Bob,2023-05-24,3745.78,Bob
6247689,Ivy,2024-01-02,9499.23,David
1852330,Grace,2022-02-02,8378.09,David
7291085,Frank,2023-02-24,9122.5,Bob
3877669,Emma,2020-04-14,4764.75,Frank
4880257,Ivy,2022-12-18,1492.67,Grace
9640856,Emma,2020-08-19,8280.32,Charlie
3020865,Charlie,2023-11-03,4311.94,Ivy
9077635,Hannah,2025-05-04,8808.85,Emma
5122994,Bob,2024-03-05,6901.72,Jack
6615710,Frank,2024-09-30,4456.54,David
5518503,Hannah,2020-01-16,4742.09,Grace
4105444,Charlie,2023-09-15,6784.09,Hannah
8737527,Ivy,2023-12-06,8354.08,David
8035513,Emma,2021-10-10,7413.16,Ivy
1145359,David,2021-03-17,9497.79,Charlie
3688887,Alice,2023-12-21,712.82,Ivy
7316894,Ivy,2020-07-18,2907.56,David
1315416,Alice,2025-03-13,1853.72,Grace
4135292,Hannah,2023-01-12,288.13,Ivy
3433611,Grace,2020-01-12,2482.21,Emma
5349508,David,2021-08-06,2667.12,Bob
6191419,Bob,2020-06-26,5594.48,Ivy
3188737,Bob,2020-05-07,226.94,Frank
7260162,Emma,2020-07-19,5531.16,Hannah
6584176,Grace,2024-01-07,3686.2,Bob
2987643,Alice,2022-02-05,9083.57,Emma
8006870,Emma,2024-05-04,3117.87,Emma
5158392,Bob,2021-05-18,9769.93,Bob
1000654,David,2021-05-28,4677.5,Grace
2337364,Bob,2021-01-27,5494.01,Emma
7249974,David,2020-04-09,2002.32,Alice
4093179,Ivy,2020-01-25,7232.16,Hannah
4742978,Frank,2024-06-29,9261.37,Charlie
9400145,David,2022-11-28,8277.17,Frank
7348567,Charlie,2023-05-12,2143.14,Emma
6748355,Alice,2022-10-16,6371.74,Ivy
8362942,Charlie,2023-08-04,7763.9,Grace
7931706,Alice,2020-02-01,8784.75,Alice
7224681,David,2020-03-22,4804.67,Alice
4867160,Jack,2021-12-19,6479.65,Grace
7693602,Frank,2024-03-18,9542.1,Bob
8894616,Emma,2024-06-27,942.78,David
4007425,Frank,2022-05-05,5524.68,Jack
1713728,Hannah,2024-06-14,3297.09,Frank
7478933,Charlie,2023-07-31,1227.13,Hannah
8110585,Emma,2024-11-19,5205.84,Emma
7816294,Jack,2024-05-16,8287.01,Charlie
3867524,Alice,2024-10-11,8181.21,Grace
8073537,Bob,2021-07-27,8167.33,Frank
5510759,Jack,2025-06-17,7090.54,Ivy
1906218,Ivy,2020-06-01,6720.76,Ivy
1682003,Alice,2020-07-01,9532.93,Hannah
2549750,Ivy,2024-11-23,7268.91,Frank
2747732,Grace,2022-08-12,4267.27,Frank
5149661,Jack,2021-03-11,3492.34,David
2166801,Frank,2023-12-01,501.99,Emma
9607613,Charlie,2022-03-25,9134.34,Hannah
2221795,Emma,2020-10-08,8525.99,Ivy
3073819,Bob,2021-11-27,2077.97,David
2967929,Frank,2024-01-04,9122.18,Ivy
1630607,Frank,2024-05-07,1520.4,Frank
3622188,Hannah,2023-12-05,9458.21,Emma
9800929,Jack,2025-02-23,4842.8,Ivy
6864753,Frank,2021-11-07,2627.52,Grace
3082348,David,2024-06-15,4913.45,Frank
7812999,Alice,2021-12-08,3431.05,Alice
4839548,Bob,2022-03-11,6712.1,Frank
7759303,Hannah,2024-06-27,562.68,Jack
7537636,David,2022-08-25,75.35,Emma
6407686,Bob,2020-02-24,1428.48,David
7981369,Bob,2023-01-16,2812.26,Emma
3456204,Charlie,2020-12-16,4619.8,Ivy
5695630,Emma,2025-04-24,5451.93,Bob
5820709,Ivy,2021-10-10,3596.98,Alice
1311022,Jack,2022-06-09,7917.96,David
5769432,Grace,2022-04-09,9403.57,Ivy
7436796,Frank,2024-03-26,1997.31,Grace
4771524,Charlie,2020-01-20,2990.82,Grace
9390648,Emma,2025-03-20,5835.47,Hannah
1825676,Grace,2020-03-01,4258.23,Jack
5167561,Jack,2024-07-14,4295.06,Frank
5934588,Ivy,2020-12-06,4598.46,Alice
9134943,Frank,2022-11-28,2671.1,Grace
3392120,Charlie,2023-09-11,8479.83,Grace
6050468,Emma,2024-05-02,5355.96,Alice
6587344,Jack,2022-06-15,5689.97,Jack
2946352,Grace,2025-03-17,208.03,Emma
5327528,Frank,2023-09-21,354.19,Hannah
1515370,Bob,2023-12-29,6826.66,Ivy
6473144,Frank,2024-10-28,2783.49,Charlie
8026816,Bob,2020-02-18,5837.41,Alice
1491141,Bob,2024-01-21,1167.05,Bob
5884513,Jack,2023-01-13,2569.59,Alice
6598477,Emma,2020-06-11,7359.03,Hannah
9218516,Alice,2024-02-29,8972.0,Frank
2338318,Jack,2022-02-04,6082.87,David
4467724,David,2020-02-28,7907.11,Frank
3667970,Ivy,2022-07-29,4640.85,Alice
6455774,Grace,2024-01-25,9973.84,Frank
3977625,Alice,2022-06-16,9068.39,Jack
3315195,Hannah,2025-03-10,1009.37,Hannah
9252678,Charlie,2024-06-05,7430.67,Bob
3686582,Grace,2021-07-17,710.14,Grace
9914804,Bob,2021-03-12,5751.97,Ivy
7631344,Emma,2020-03-26,7398.25,Alice
6971528,Jack,2023-03-11,7264.78,Jack
1032720,Hannah,2025-04-11,9635.51,Frank
1012265,Bob,2021-05-26,2757.23,Hannah
8404493,Charlie,2021-06-07,6971.29,Hannah
1384089,Bob,2022-10-02,5188.11,Emma
5002566,Emma,2024-01-20,1491.06,Grace
4822668,Grace,2020-08-25,6724.53,Charlie
1452266,Hannah,2023-03-07,4212.91,Alice
8297953,Frank,2024-01-09,46.11,Bob
2125459,David,2020-03-09,592.13,Frank
4496028,Emma,2020-08-05,6050.97,Charlie
2892036,Emma,2024-06-02,1447.7,Ivy
2787701,Jack,2020-07-19,6414.08,Emma
1123905,Hannah,2020-02-17,580.9,Charlie
6768698,Alice,2024-11-27,8707.37,Jack
9168395,Emma,2022-07-13,1994.95,Bob
9463990,Emma,2020-07-08,9652.46,Ivy
8136825,Jack,2020-11-18,2256.3,Grace
4609910,Grace,2020-10-20,9890.38,Ivy
4215435,Hannah,2022-11-22,7476.66,Alice
4915090,Bob,2025-05-14,4173.84,Grace
3825420,Charlie,2025-04-17,3480.94,Charlie
4891522,Alice,2024-09-20,2154.22,Charlie
1762941,David,2022-11-12,4875.82,Hannah
1061487,Grace,2024-08-13,9058.16,Bob
6416351,Jack,2022-09-21,2282.1,Ivy
8085817,Jack,2020-01-12,798.67,David
7542572,Bob,2020-10-13,5824.92,Charlie
5158005,David,2024-09-18,575.25,Emma
5248911,Jack,2023-09-04,1107.37,Bob
6822793,David,2020-02-16,434.86,Grace
3238115,Bob,2022-10-19,2294.65,Frank
4481149,Frank,2021-07-09,3483.29,Hannah
2520718,Hannah,2023-09-22,7027.83,Alice
1739878,Bob,2020-10-18,5825.5,Hannah
1314468,Alice,2021-03-07,4738.51,Ivy
5574652,Jack,2021-10-07,4725.27,Charlie
9619736,Emma,2025-05-23,5677.48,Alice
2166756,Hannah,2021-12-25,9145.45,David
2731246,Charlie,2024-06-28,366.08,Ivy
1897313,Bob,2020-01-24,3690.39,Hannah
5699705,Bob,2025-03-18,2114.93,Alice
5832160,Frank,2024-08-31,63.66,Ivy
2116065,Grace,2023-02-02,1824.14,Grace
2615428,Charlie,2020-02-16,880.71,Hannah
9159307,Ivy,2021-03-15,568.33,Charlie
5816835,Bob,2022-01-29,679.9,Jack
9702994,Ivy,2021-11-06,1480.21,Hannah
6529988,Ivy,2020-06-27,7355.37,Hannah
1423255,Ivy,2022-02-04,6529.51,Alice
9046340,Alice,2020-05-03,6785.05,Emma
7433230,David,2021-06-14,8363.81,Ivy
5025892,Jack,2020-01-11,6502.94,Emma
3230564,Grace,2021-07-30,609.91,David
4616820,Hannah,2023-03-22,444.61,Frank
9071647,Bob,2024-08-19,1367.85,Bob
6761816,Alice,2023-06-19,5231.33,Jack
5311923,Jack,2020-12-14,3769.64,Grace
6593715,Alice,2021-03-04,9883.36,Frank
3227496,Ivy,2021-09-21,1125.03,Bob
6964892,Ivy,2020-09-16,5277.11,Hannah
4930303,David,2022-09-01,1233.9,Alice
5778990,Bob,2024-07-16,8138.72,Grace
8896126,Alice,2020-11-11,6242.72,Bob
2924941,Alice,2025-05-28,2928.97,Grace
9006126,David,2022-06-30,7371.18,Bob
1192063,Charlie,2024-02-13,170.91,Grace
5077398,Frank,2023-09-27,1998.94,Grace
6964627,Ivy,2020-02-18,1474.67,Grace
7913552,Emma,2020-08-23,8534.87,Jack
8017734,Bob,2024-06-24,1011.73,Frank
6694850,Charlie,2021-10-31,7606.47,David
3617976,Jack,2021-12-12,654.45,Emma
9550572,Alice,2024-11-26,4290.78,Jack
4067591,Grace,2023-05-17,6922.58,Frank
7136047,Grace,2020-05-05,6637.63,Alice
4212164,Emma,2023-11-02,1806.41,Alice
1332617,Bob,2020-08-15,7674.18,Emma
5164808,Alice,2023-04-11,6406.05,Jack
3526400,Frank,2021-10-24,4658.07,David
5429740,Hannah,2023-04-15,8470.33,Grace
2377930,Emma,2021-05-01,65.5,Frank
2265504,Emma,2023-07-01,9161.96,Hannah
7976543,Ivy,2021-10-27,7674.63,Grace
6538777,Frank,2025-02-15,51.22,Charlie
2094194,David,2021-10-24,4741.85,Charlie
4180508,Ivy,2020-11-06,7132.37,Ivy
7266323,Jack,2022-01-02,6816.5,Grace
5909097,David,2022-10-10,7509.24,Jack
8687565,Hannah,2024-09-25,1367.53,David
7187275,David,2020-04-28,8329.99,Grace
3698231,Jack,2025-05-20,9105.33,Hannah
5065968,Bob,2022-10-18,1557.9,Bob
8211718,Grace,2020-07-07,1611.45,Hannah
9866246,Alice,2020-12-14,2442.75,Hannah
7651739,Bob,2023-08-03,6277.64,Frank
1638514,Jack,2024-04-28,6850.36,Ivy
9481823,Emma,2023-02-07,9848.61,Alice
4247673,Ivy,2021-05-15,8684.14,Ivy
6730397,Alice,2020-05-18,4434.27,Bob
8798615,Ivy,2023-12-28,5099.99,Emma
8901778,Hannah,2025-02-22,6553.92,Bob
7941374,Charlie,2023-02-22,5913.06,Bob
2839884,Ivy,2024-04-08,2220.92,Ivy
8155665,David,2020-07-04,1157.54,Frank
7451345,Emma,2024-03-17,4038.76,Emma
7612084,Bob,2023-04-11,8316.71,David
3877080,Ivy,2025-01-06,8562.1,Bob
4179762,Ivy,2020-04-11,7245.53,Grace
7017888,Ivy,2023-03-14,9838.04,Emma
4050163,David,2021-01-25,2102.8,Bob
2772145,David,2024-11-01,5930.99,Jack
6387589,Charlie,2023-06-10,9966.22,Ivy
5072542,Bob,2020-01-11,4861.23,Grace
1856011,Grace,2024-08-13,4588.7,Ivy
3688594,Emma,2023-03-21,2809.34,Bob
7908743,Hannah,2022-12-24,3527.39,Emma
7841389,Ivy,2020-09-23,461.22,Grace
3031209,Grace,2022-09-21,917.53,Grace
2346329,Frank,2024-09-23,5179.63,Jack
9363264,Charlie,2022-12-06,6732.27,Emma
2225295,Hannah,2021-02-07,9971.38,Frank
7912529,Bob,2021-01-03,9363.3,Emma
3726080,Grace,2024-02-28,9347.18,David
6440606,Emma,2021-04-08,2909.96,Bob
8516137,Frank,2020-10-07,8630.9,Emma
8165312,Jack,2023-04-27,8526.5,Ivy
6612989,David,2023-08-02,5287.65,Bob
9374491,David,2023-03-10,7312.91,Hannah
6238247,Hannah,2021-08-03,2633.56,Charlie
3121402,David,2020-07-28,5356.54,Alice
2667395,Bob,2022-12-03,5957.24,Emma
6970533,Ivy,2025-05-12,9664.94,Emma
5819822,Bob,2020-05-11,2453.27,Jack
4814715,Alice,2020-08-29,2357.79,Charlie
2191051,Grace,2021-11-30,5798.13,Grace
9877012,Alice,2022-06-15,6862.6,Emma
8706220,Grace,2024-07-21,9112.83,Grace
7460009,Frank,2023-06-27,7579.23,Hannah
8751318,David,2021-07-27,7981.31,Grace
4262746,Hannah,2021-10-23,4786.09,Alice
6438650,Alice,2020-05-24,871.92,David
5571650,Jack,2020-11-11,9942.94,Bob
9627016,Frank,2022-07-07,5954.38,Frank
5706457,Emma,2022-11-15,8359.75,Ivy
4528281,Bob,2024-12-12,3114.81,Charlie
1243565,Bob,2021-07-01,2361.85,Bob
3039433,Grace,2024-02-25,9459.4,Grace
1016953,Hannah,2020-05-03,6207.79,Emma
5497191,Jack,2023-12-08,253.63,David
9748732,Jack,2025-01-30,4512.61,Ivy
1439387,Alice,2022-10-22,201.4,Bob
6185068,Bob,2020-07-27,7175.15,Hannah
3774659,Alice,2023-01-18,8285.35,Emma
9428316,Ivy,2024-01-09,3018.35,Frank
1712151,Frank,2022-02-04,3960.86,Frank
9470329,Ivy,2024-02-27,8238.83,Hannah
9280196,Emma,2021-05-23,2931.84,Frank
1958226,Ivy,2021-03-06,6942.76,Emma
4753051,Charlie,2024-09-12,6963.68,Jack
1784489,David,2021-11-10,646.51,Jack
6344098,Charlie,2022-07-06,8761.02,Hannah
3631389,Grace,2020-12-03,4954.19,Grace
8392577,Jack,2022-08-10,2144.49,Jack
9279914,Hannah,2021-05-29,3353.83,Charlie
3650851,Alice,2022-08-17,9532.2,Hannah
5265808,Grace,2021-09-23,8333.72,Hannah
4474066,Frank,2023-05-18,4916.05,Ivy
4943508,David,2022-06-03,8069.88,Charlie
2942848,Hannah,2021-12-28,5631.41,David
4972671,Charlie,2023-08-25,6363.95,Emma
6322549,Alice,2022-10-17,445.8,Grace
7854812,Frank,2024-04-16,118.6,Hannah
9630394,Emma,2023-06-20,9806.82,Bob
9405339,Grace,2025-02-16,5447.99,Emma
7523022,Bob,2021-05-22,8058.1,Ivy
7673474,Bob,2021-10-11,5755.77,Alice
3704687,Ivy,2025-03-09,8671.38,Grace
2845201,Alice,2024-09-20,3461.54,Charlie
2386036,Bob,2024-12-23,7719.45,Hannah
3812848,Alice,2022-06-20,8062.07,Charlie
6625373,Bob,2024-06-20,5672.65,Alice
5387783,Ivy,2023-09-24,804.01,Bob
1608353,Charlie,2020-04-27,572.87,David
2294983,Hannah,2024-08-03,9982.14,Ivy
4105354,Hannah,2023-08-15,4903.54,Grace
7419337,Jack,2024-04-30,8835.14,Charlie
8717080,Ivy,2023-03-24,7371.34,Ivy
8729390,Bob,2020-04-11,4416.71,Bob
4328017,Emma,2024-07-02,6068.3,Emma
7669280,Bob,2020-10-07,3183.25,Frank
3983725,David,2024-10-20,4943.04,Hannah
2636292,Alice,2023-11-14,1901.69,Hannah
5476912,Grace,2020-07-03,5679.51,Hannah
6925738,Ivy,2025-02-17,4970.74,David
5774693,Hannah,2023-07-13,7628.46,Jack
4157325,Frank,2023-01-22,7016.95,Charlie
8943711,Jack,2021-11-18,2891.7,Ivy
8784840,Alice,2025-05-27,9688.01,David
5212048,Charlie,2024-12-31,3269.37,Bob
5453658,Emma,2022-12-05,4907.34,Bob
8299972,Frank,2023-01-02,4088.65,Emma
7084230,Hannah,2021-07-24,2981.8,Jack
8332215,Jack,2023-12-18,513.77,Alice
1364744,Bob,2024-10-26,6121.63,Grace
6132528,Ivy,2022-06-17,5466.89,Bob
5225681,Bob,2022-02-16,8049.24,Grace
1778611,Hannah,2025-02-03,2604.73,Grace
3315344,Charlie,2022-11-02,6992.47,Bob
3199533,Charlie,2021-07-06,4137.69,Grace
8744537,David,2024-08-19,9056.53,Ivy
1947630,Alice,2023-07-30,6992.29,David
1600121,Grace,2021-11-10,9879.62,Charlie
2104531,Emma,2022-10-18,1481.12,Charlie
4289817,Charlie,2024-12-13,6269.21,Jack
5504117,Charlie,2021-05-11,7377.19,David
4113864,Hannah,2022-12-23,4875.76,Alice
5122459,Emma,2022-12-20,1439.68,Grace
3544792,Frank,2023-08-29,2117.4,Charlie
2635474,Hannah,2020-10-29,7365.83,Alice
4233953,Charlie,2024-09-19,3160.24,Jack
4248188,Frank,2021-07-17,215.06,Ivy
9228777,Grace,2020-07-10,7938.82,Alice
3945733,Hannah,2022-12-27,685.27,Grace
3103599,Frank,2022-06-12,8911.6,Charlie
5267737,Bob,2020-01-10,4657.99,Bob
4235798,Charlie,2023-09-20,6301.18,Grace
4743060,Alice,2020-12-21,8722.72,Alice
9931328,Emma,2020-07-08,1036.55,Hannah
7357988,Bob,2020-03-29,8347.71,Hannah
6255396,Charlie,2023-08-20,7420.7,Charlie
6175621,Frank,2022-03-07,7843.95,Frank
6741351,Bob,2024-08-24,7637.42,Bob
9918774,Bob,2023-09-11,284.91,Charlie
3545372,Bob,2022-12-04,8992.62,Hannah
6901435,Grace,2020-11-18,6422.8,Bob
8777048,Charlie,2024-05-13,7949.6,Bob
6722014,Hannah,2022-08-29,7675.67,Emma
